2016-07-26 18:00:00+08:00,1265
2016-07-26 18:00:15+08:00,1225
2016-07-26 18:00:30+08:00,1246
2016-07-26 18:00:45+08:00,1232
2016-07-26 18:01:00+08:00,1242
2016-07-26 18:01:15+08:00,1232
2016-07-26 18:01:30+08:00,1250
2016-07-26 18:01:45+08:00,1236
2016-07-26 18:02:00+08:00,1144
2016-07-26 18:02:15+08:00,1252
2016-07-26 18:02:30+08:00,1242
2016-07-26 18:02:45+08:00,1254
2016-07-26 18:03:00+08:00,1243
2016-07-26 18:03:15+08:00,1236
2016-07-26 18:03:30+08:00,1246
2016-07-26 18:03:45+08:00,1224
2016-07-26 18:04:00+08:00,991
2016-07-26 18:04:15+08:00,1236
2016-07-26 18:04:30+08:00,1251
2016-07-26 18:04:45+08:00,1254
2016-07-26 18:05:00+08:00,1243
2016-07-26 18:05:15+08:00,985
2016-07-26 18:05:30+08:00,1231
2016-07-26 18:05:45+08:00,1242
2016-07-26 18:06:00+08:00,1236
2016-07-26 18:06:15+08:00,1224
2016-07-26 18:06:30+08:00,1249
2016-07-26 18:06:45+08:00,1238
2016-07-26 18:07:00+08:00,1246
2016-07-26 18:07:15+08:00,1246
2016-07-26 18:07:30+08:00,1239
2016-07-26 18:07:45+08:00,1251
2016-07-26 18:08:00+08:00,1258
2016-07-26 18:08:15+08:00,1240
2016-07-26 18:08:30+08:00,997
2016-07-26 18:08:45+08:00,1243
2016-07-26 18:09:00+08:00,1245
2016-07-26 18:09:15+08:00,1241
2016-07-26 18:09:30+08:00,1244
2016-07-26 18:09:45+08:00,1225
2016-07-26 18:10:00+08:00,1115
2016-07-26 18:10:15+08:00,1239
2016-07-26 18:10:30+08:00,556
2016-07-26 18:10:45+08:00,1230
2016-07-26 18:11:00+08:00,1233
2016-07-26 18:11:15+08:00,1067
2016-07-26 18:11:30+08:00,1247
2016-07-26 18:11:45+08:00,1244
2016-07-26 18:12:00+08:00,1239
2016-07-26 18:12:15+08:00,1245
2016-07-26 18:12:30+08:00,568
2016-07-26 18:12:45+08:00,1182
2016-07-26 18:13:00+08:00,1239
2016-07-26 18:13:15+08:00,1239
2016-07-26 18:13:30+08:00,1235
2016-07-26 18:13:45+08:00,1240
2016-07-26 18:14:00+08:00,1229
2016-07-26 18:14:15+08:00,1239
2016-07-26 18:14:30+08:00,1253
2016-07-26 18:14:45+08:00,1244
2016-07-26 18:15:00+08:00,1264
2016-07-26 18:15:15+08:00,1260
2016-07-26 18:15:30+08:00,1250
2016-07-26 18:15:45+08:00,1228
2016-07-26 18:16:00+08:00,1233
2016-07-26 18:16:15+08:00,1233
2016-07-26 18:16:30+08:00,1249
2016-07-26 18:16:45+08:00,1245
2016-07-26 18:17:00+08:00,1241
2016-07-26 18:17:15+08:00,1256
2016-07-26 18:17:30+08:00,898
2016-07-26 18:17:45+08:00,1245
2016-07-26 18:18:00+08:00,1248
2016-07-26 18:18:15+08:00,1256
2016-07-26 18:18:30+08:00,1237
2016-07-26 18:18:45+08:00,899
2016-07-26 18:19:00+08:00,1237
2016-07-26 18:19:15+08:00,1242
2016-07-26 18:19:30+08:00,1238
2016-07-26 18:19:45+08:00,1238
2016-07-26 18:20:00+08:00,1243
2016-07-26 18:20:15+08:00,1223
2016-07-26 18:20:30+08:00,1253
2016-07-26 18:20:45+08:00,1259
2016-07-26 18:21:00+08:00,1259
2016-07-26 18:21:15+08:00,1257
2016-07-26 18:21:30+08:00,1270
2016-07-26 18:21:45+08:00,1104
2016-07-26 18:22:00+08:00,1261
2016-07-26 18:22:15+08:00,1240
2016-07-26 18:22:30+08:00,997
2016-07-26 18:22:45+08:00,1265
2016-07-26 18:23:00+08:00,1249
2016-07-26 18:23:15+08:00,1260
2016-07-26 18:23:30+08:00,1258
2016-07-26 18:23:45+08:00,1256
2016-07-26 18:24:00+08:00,1256
2016-07-26 18:24:15+08:00,1250
2016-07-26 18:24:30+08:00,1253
2016-07-26 18:24:45+08:00,1261
2016-07-26 18:25:00+08:00,1228
2016-07-26 18:25:15+08:00,1271
2016-07-26 18:25:30+08:00,1263
2016-07-26 18:25:45+08:00,1256
2016-07-26 18:26:00+08:00,1258
2016-07-26 18:26:15+08:00,1245
2016-07-26 18:26:30+08:00,1233
2016-07-26 18:26:45+08:00,1246
2016-07-26 18:27:00+08:00,1251
2016-07-26 18:27:15+08:00,1142
2016-07-26 18:27:30+08:00,907
2016-07-26 18:27:45+08:00,1235
2016-07-26 18:28:00+08:00,1138
2016-07-26 18:28:15+08:00,1230
2016-07-26 18:28:30+08:00,1231
2016-07-26 18:28:45+08:00,1219
2016-07-26 18:29:00+08:00,1235
2016-07-26 18:29:15+08:00,1240
2016-07-26 18:29:30+08:00,1223
2016-07-26 18:29:45+08:00,1243
2016-07-26 18:30:00+08:00,1255
2016-07-26 18:30:15+08:00,1234
2016-07-26 18:30:30+08:00,1237
2016-07-26 18:30:45+08:00,1247
2016-07-26 18:31:00+08:00,1249
2016-07-26 18:31:15+08:00,883
2016-07-26 18:31:30+08:00,1245
2016-07-26 18:31:45+08:00,1119
2016-07-26 18:32:00+08:00,1249
2016-07-26 18:32:15+08:00,1263
2016-07-26 18:32:30+08:00,1246
2016-07-26 18:32:45+08:00,1229
2016-07-26 18:33:00+08:00,1255
2016-07-26 18:33:15+08:00,1255
2016-07-26 18:33:30+08:00,1252
2016-07-26 18:33:45+08:00,1259
2016-07-26 18:34:00+08:00,1253
2016-07-26 18:34:15+08:00,1267
2016-07-26 18:34:30+08:00,1080
2016-07-26 18:34:45+08:00,1261
2016-07-26 18:35:00+08:00,1079
2016-07-26 18:35:15+08:00,1249
2016-07-26 18:35:30+08:00,1275
2016-07-26 18:35:45+08:00,573
2016-07-26 18:36:00+08:00,1222
2016-07-26 18:36:15+08:00,1231
2016-07-26 18:36:30+08:00,1243
2016-07-26 18:36:45+08:00,1209
2016-07-26 18:37:00+08:00,1225
2016-07-26 18:37:15+08:00,1212
2016-07-26 18:37:30+08:00,1207
2016-07-26 18:37:45+08:00,1087
2016-07-26 18:38:00+08:00,1212
2016-07-26 18:38:15+08:00,1205
2016-07-26 18:38:30+08:00,1165
2016-07-26 18:38:45+08:00,1205
2016-07-26 18:39:00+08:00,1187
2016-07-26 18:39:15+08:00,1150
2016-07-26 18:39:30+08:00,1192
2016-07-26 18:39:45+08:00,892
2016-07-26 18:40:00+08:00,881
2016-07-26 18:40:15+08:00,1242
2016-07-26 18:40:30+08:00,1234
2016-07-26 18:40:45+08:00,1244
2016-07-26 18:41:00+08:00,1240
2016-07-26 18:41:15+08:00,1221
2016-07-26 18:41:30+08:00,1228
2016-07-26 18:41:45+08:00,1239
2016-07-26 18:42:00+08:00,1246
2016-07-26 18:42:15+08:00,1224
2016-07-26 18:42:30+08:00,1253
2016-07-26 18:42:45+08:00,1239
2016-07-26 18:43:00+08:00,1231
2016-07-26 18:43:15+08:00,903
2016-07-26 18:43:30+08:00,1234
2016-07-26 18:43:45+08:00,1247
2016-07-26 18:44:00+08:00,1265
2016-07-26 18:44:15+08:00,1242
2016-07-26 18:44:30+08:00,1242
2016-07-26 18:44:45+08:00,1249
2016-07-26 18:45:00+08:00,1245
2016-07-26 18:45:15+08:00,1241
2016-07-26 18:45:30+08:00,1247
2016-07-26 18:45:45+08:00,1258
2016-07-26 18:46:00+08:00,1232
2016-07-26 18:46:15+08:00,988
2016-07-26 18:46:30+08:00,1247
2016-07-26 18:46:45+08:00,1242
2016-07-26 18:47:00+08:00,1262
2016-07-26 18:47:15+08:00,1248
2016-07-26 18:47:30+08:00,1245
2016-07-26 18:47:45+08:00,1228
2016-07-26 18:48:00+08:00,1246
2016-07-26 18:48:15+08:00,1225
2016-07-26 18:48:30+08:00,1237
2016-07-26 18:48:45+08:00,1229
2016-07-26 18:49:00+08:00,1230
2016-07-26 18:49:15+08:00,1249
2016-07-26 18:49:30+08:00,1238
2016-07-26 18:49:45+08:00,1238
2016-07-26 18:50:00+08:00,1255
2016-07-26 18:50:15+08:00,1240
2016-07-26 18:50:30+08:00,1247
2016-07-26 18:50:45+08:00,899
2016-07-26 18:51:00+08:00,1224
2016-07-26 18:51:15+08:00,1228
2016-07-26 18:51:30+08:00,1247
2016-07-26 18:51:45+08:00,1233
2016-07-26 18:52:00+08:00,1230
2016-07-26 18:52:15+08:00,1258
2016-07-26 18:52:30+08:00,1262
2016-07-26 18:52:45+08:00,1264
2016-07-26 18:53:00+08:00,1014
2016-07-26 18:53:15+08:00,570
2016-07-26 18:53:30+08:00,1242
2016-07-26 18:53:45+08:00,1251
2016-07-26 18:54:00+08:00,1251
2016-07-26 18:54:15+08:00,923
2016-07-26 18:54:30+08:00,1252
2016-07-26 18:54:45+08:00,1239
2016-07-26 18:55:00+08:00,1259
2016-07-26 18:55:15+08:00,1242
2016-07-26 18:55:30+08:00,1245
2016-07-26 18:55:45+08:00,1253
2016-07-26 18:56:00+08:00,1244
2016-07-26 18:56:15+08:00,1238
2016-07-26 18:56:30+08:00,1263
2016-07-26 18:56:45+08:00,1242
2016-07-26 18:57:00+08:00,1248
2016-07-26 18:57:15+08:00,1257
2016-07-26 18:57:30+08:00,1249
2016-07-26 18:57:45+08:00,1249
2016-07-26 18:58:00+08:00,1092
2016-07-26 18:58:15+08:00,1252
2016-07-26 18:58:30+08:00,996
2016-07-26 18:58:45+08:00,1264
2016-07-26 18:59:00+08:00,1281
2016-07-26 18:59:15+08:00,1236
2016-07-26 18:59:30+08:00,810
2016-07-26 18:59:45+08:00,1266
